Date,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10,average,Label2,Label3
2018-07-05,Brazilian Congress set to Vote on Higher Freight Rates,Conab lowers Brazil's Safrinha Corn Estimate 2.2 mt in July Report,Mexico poised to start Importing Brazilian Pork,Brazilian Congress holds Hearing on Controversial Freight Rates,"U.S. Corn Condition Declines Slightly, Soybeans Unchanged",Early Cotton Harvest Underway in Brazil,U.S. Corn Condition Declines Slightly Soybeans Unchanged,Major Expansion begins at Port of Paranagua in Southern Brazil,Argentina could Import 6 Million Tons of Soybeans from Paraguay,,"3,51",0,-1
2018-07-08,Scientists in Parana Confirm presence of new Corn Bacterial Disease,Conab lowers Brazil's Safrinha Corn Estimate 2.2 mt in July Report,Brazilian Congress set to Vote on Higher Freight Rates,Major Expansion begins at Port of Paranagua in Southern Brazil,"U.S. Corn Condition Declines Slightly, Soybeans Unchanged",Early Cotton Harvest Underway in Brazil,U.S. Corn Condition Declines Slightly Soybeans Unchanged,,,,"3,46",1,0
2018-07-11,Early Cotton Harvest Underway in Brazil,U.S. Crop Conditions Decline due to Dryer Conditions,"July WASDE Increases Brazil Soy Production, lowers Brazil Corn",Conab lowers Brazil's Safrinha Corn Estimate 2.2 mt in July Report,July WASDE Increases Brazil Soy Production lowers Brazil Corn,Scientists in Parana Confirm presence of new Corn Bacterial Disease,Soybean/Sugarcane Rotation becoming more Popular In Sao Paulo,,,,"3,43",1,1
2018-07-14,U.S. Crop Conditions Decline due to Dryer Conditions,July WASDE Increases Brazil Soy Production lowers Brazil Corn,Soybean/Sugarcane Rotation becoming more Popular In Sao Paulo,Warmer Dryer Weather in Brazil to Aid Corn and Cotton Harvest,Brazilians may be missing Selling Opportunity due to Freight Dispute,Officials from China and Brazil Expand Trade Relations,"July WASDE Increases Brazil Soy Production, lowers Brazil Corn","Warmer, Dryer Weather in Brazil to Aid Corn and Cotton Harvest",,,"3,48",1,1
2018-07-23,Freight Impasse Delaying Fertilizer Deliveries in Brazil,Freight Rates in Brazil will not be finalized until later in August,Mato Grosso levies very high fines for Illegal Deforestation,High Freight Rates increase Cost of Producing Crops in Mato Grosso,"U.S. Corn Condition Steady, Soybean Condition Improves",Conventional Soybeans (non-GMO) continue to find a niche in Brazil,U.S. Corn Condition Steady Soybean Condition Improves,Brazilian Farmers concerned about lost Sales Opportunities,,,"3,58",1,1
2018-07-26,U.S. Crop Conditions Unchanged,High Freight Rates increase Cost of Producing Crops in Mato Grosso,Forward Selling Slow in Brazil due to Uncertainty over Freight Rates,Safrinha Corn Harvest in Brazil reaches 50%,Conventional Soybeans (non-GMO) continue to find a niche in Brazil,August Weather will determine Final 2018 U.S. Corn Yield,Flower Prices Increase in Brazil due to Higher Freight Rates,,,,"3,66",1,0
2018-08,Annual Month-By-Month Crop Production Cycle for Argentina,Crop Production Cycle for Paraguay Uruguay and Bolivia,Annual Month-By-Month Crop Production Cycle in Brazil,Corn Planting and Wheat Harvest in Parana off to a slow Start,2018 U.S. Corn Condition Declines Slightly Soybeans Unchanged,New Programs Launched for Construction of Grain Storage in Brazil,2018/19 Corn Acreage in Argentina could increase 7.4%,U.S. Corn Condition Holds Steady Soybeans Improve,Farmers in Bahia very Pleased with Cotton Production and Price,Brazilian Soybean Prices supported by Weaker Brazilian Currency,"3,59",1,1
2018-08,Annual Month-By-Month Crop Production Cycle for Argentina,Crop Production Cycle for Paraguay Uruguay and Bolivia,Annual Month-By-Month Crop Production Cycle in Brazil,2018 U.S. Corn Condition Declines Slightly Soybeans Unchanged,2018/19 Corn Acreage in Argentina could increase 7.4%,U.S. Corn Condition Holds Steady Soybeans Improve,New Soybean Variety in Argentina more Tolerant to Dry Weather,Farmers in Bahia very Pleased with Cotton Production and Price,Brazilian Soybean Prices supported by Weaker Brazilian Currency,U.S. Corn Condition declines 2% Soybeans decline 1%,"8,66",0,-1
2018-08-01,Brazilian Farmers may Plant 3-4% more Soybeans in 2018/19,More Corn-based Ethanol to come online in Brazil,Crops in Santa Cruz region of Bolivia suffering from Severe Drought,Forward Selling Slow in Brazil due to Uncertainty over Freight Rates,Safrinha Corn Production in Brazil continues to Disappoint,August Weather will determine Final 2018 U.S. Corn Yield,,,,,"3,69",0,-1
2018-08-04,Safrinha Corn Harvest in Parana approaching 50% Complete,Early Cotton Yields in Brazil surpass Expectations,Trip Report - Iowa and Northern Illinois,Conab Lowers Brazil's Corn Production 0.7 mt to 82.1 Million Tons,More Corn-based Ethanol to come online in Brazil,Brazilian Judge Temporarily bans the use of Glyphosate Herbicide,,,,,"3,68",0,-1
2018-08-10,Brazil Companies may Purchase Trucks to avoid Higher Freight Cost,Conab Lowers Brazil's Corn Production 0.7 mt to 82.1 Million Tons,Brazilian Grain Production to Increase 30% in 10 Years,New Rates in Brazil could add $0.60-1.20/bu to cost of moving Grain,Low Water Levels on Parana River Impacting Argentine Ports,Argentina Suspends Export Tax Reductions on Soybean Meal and Oil,,,,,"3,61",0,0
2018-08-13,Low Water Levels on Parana River Impacting Argentine Ports,Argentina Suspends Export Tax Reductions on Soybean Meal and Oil,New Rates in Brazil could add $0.60-1.20/bu to cost of moving Grain,Brazil Companies may Purchase Trucks to avoid Higher Freight Cost,Brazilian Grain Production to Increase 30% in 10 Years,Soybeans making Inroads in Sugarcane Production in Sao Paulo,,,,,"3,62",0,-1
2018-08-16,Brazilian Soybean Prices supported by Weaker Brazilian Currency,U.S. Corn Condition declines 2% Soybeans decline 1%,Farmers in Mato Grosso Fined for Illegal Land Clearing,Soybeans making Inroads in Sugarcane Production in Sao Paulo,New Rates in Brazil could add $0.60-1.20/bu to cost of moving Grain,"Could Brazil Plant more Soy in 2018/19, but Produce a smaller Crop",Ban on Roundup could cause Massive Problems for Brazil Farmers,Low Water Levels on Parana River Impacting Argentine Ports,"U.S. Corn Condition declines 2%, Soybeans decline 1%",Could Brazil Plant more Soy in 2018/19 but Produce a smaller Crop,"3,61",0,-1
2018-08-19,Brazilian Currency Continues to Weaken,"Could Brazil Plant more Soy in 2018/19, but Produce a smaller Crop",New Soybean Variety in Argentina more Tolerant to Dry Weather,Ban on Roundup could cause Massive Problems for Brazil Farmers,Farmers in Bahia very Pleased with Cotton Production and Price,Farmers in Mato Grosso Fined for Illegal Land Clearing,U.S. Corn Condition declines 2% Soybeans decline 1%,Brazilian Soybean Prices supported by Weaker Brazilian Currency,"U.S. Corn Condition declines 2%, Soybeans decline 1%",Could Brazil Plant more Soy in 2018/19 but Produce a smaller Crop,"3,54",0,0
2018-08-25,U.S. Corn Condition Holds Steady Soybeans Improve,2018/19 Planting Weather could be Irregular in Mato Grosso,2018/19 Corn Acreage in Argentina could increase 7.4%,Brazil's Poultry and Pork Exports to Disappoint in 2018,"U.S. Corn Condition Holds Steady, Soybeans Improve",New Programs Launched for Construction of Grain Storage in Brazil,Decision Concerning Freight Rates in Brazil may not come until Nov.,Unexpected Frost in Western Parana Impacted Winter Wheat,,,"3,5",1,1
2018-08-28,Decision Concerning Freight Rates in Brazil may not come until Nov.,New Programs Launched for Construction of Grain Storage in Brazil,2018/19 Planting Weather could be Irregular in Mato Grosso,"U.S. Corn Condition Holds Steady, Soybeans Improve",Unexpected Frost in Western Parana Impacted Winter Wheat,U.S. Corn Condition Holds Steady Soybeans Improve,2018/19 Corn Acreage in Argentina could increase 7.4%,,,,"3,51",1,1
2018-08-31,Early Planting Weather in Central Brazil may be Irregular,Roundup Ban in Brazil Overturned on Appeal,Freight Rate Controversy in Brazil becomes even more Complicated,New Programs Launched for Construction of Grain Storage in Brazil,Corn Planting and Wheat Harvest in Parana off to a slow Start,"How might the ""Financial Meltdown"" in Argentina impact Ag","2018 U.S. Corn Condition Declines Slightly, Soybeans Unchanged",2018 U.S. Corn Condition Declines Slightly Soybeans Unchanged,,,"3,65",0,0
2018-09,History of How Brazil became so Important in Soybean Production,Soy Crush Margins in Brazil could turn Negative Fourth Quarter,Soy Farmers in Mato Grosso do Sul are Planting Fast and Selling Fast,Brazil Farmers expecting at least $10/bu for their 2018/19 Soybeans,Soybean Planting in Parana off to record fast Pace,Cotton Acreage and Production continues to increase in Brazil,South American could set new Records for Soy and Corn Production,Soybean and Full-Season Corn Planting in Parana at Record Pace,Brazil could Import up to 1.0 Million tons of U.S. Soybeans,2018/19 Brazilian Soybean Planting off to a Strong Start,"8,49",0,-1
2018-09,Scattered Problems for First Phase of Corn Planting in Argentina,History of How Brazil became so Important in Soybean Production,Soy Farmers in Mato Grosso do Sul are Planting Fast and Selling Fast,Cotton Acreage and Production continues to increase in Brazil,South American could set new Records for Soy and Corn Production,More Corn will be consumed domestically in Mato Grosso,Soybean and Full-Season Corn Planting in Parana at Record Pace,Conventional Soybean Acreage in Mato Grosso to Decline in 2018/19,U.S. Corn Condition Steady Soybeans Decline 1%,Freight Increases forcing some Companies to refuse new Business,"3,58",0,0
2018-09-03,Roundup Ban in Brazil Overturned on Appeal,"2018 U.S. Corn Condition Declines Slightly, Soybeans Unchanged",Early Planting Weather in Central Brazil may be Irregular,Cotton Acreage in Brazil could double over next Four Years,Annual Month-By-Month Crop Production Cycle in BrazilSeptemberOctober November December January FebruaryMarch AprilMayJune-July-August,Corn Planting and Wheat Harvest in Parana off to a slow Start,2018 U.S. Corn Condition Declines Slightly Soybeans Unchanged,"How might the ""Financial Meltdown"" in Argentina impact Ag",Freight Rate Controversy in Brazil becomes even more Complicated,,"3,67",0,-1
2018-09-06,Crop Production Cycle for Paraguay Uruguay and Bolivia,Conab Lowers Brazilian Corn Production in September Report,Annual Month-By-Month Crop Production Cycle in BrazilSeptemberOctober November December January FebruaryMarch AprilMayJune-July-August,Cotton Acreage in Brazil could double over next Four Years,"Crop Production Cycle for Paraguay, Uruguay, and Bolivia",U.S. Crop Conditions Improve due to additional Moisture,Early Planting Weather in Central Brazil may be Irregular,Extension of Railroads debated in Capital of Mato Grosso,Corn Planting and Wheat Harvest in Parana off to a slow Start,,"3,64",0,-1
2018-09-09,U.S. Crop Conditions Improve due to additional Moisture,Planting of the 2018/19 Soybean Crop underway in Parana Brazil,Extension of Railroads debated in Capital of Mato Grosso,Farmers in Mato Grosso renew Tepid Grain Sales,Farmers may fund Rail link between Mato Grosso and the Amazon,Conab Lowers Brazilian Corn Production in September Report,"Planting of the 2018/19 Soybean Crop underway in Parana, Brazil","Crop Production Cycle for Paraguay, Uruguay, and Bolivia",Crop Production Cycle for Paraguay Uruguay and Bolivia,,"3,58",0,-1
2018-09-15,Brazilian Agency to Enforce Payment of Higher Freight Rates,Freight Increases forcing some Companies to refuse new Business,2018/19 Soybean Planting in Parana off to a very Fast Start,"U.S. Corn Condition Steady, Soybeans Decline 1%",Current Weather and Planting Progress in South America,U.S. Corn Condition Steady Soybeans Decline 1%,Conventional Soybean Acreage in Mato Grosso to Decline in 2018/19,,,,"3,49",1,1
2018-09-18,2018/19 Soybean Planting in Parana off to a very Fast Start,Producers in Mato Grosso push for construction of Railroad,Brazilian Agency to Enforce Payment of Higher Freight Rates,Current Weather and Planting Progress in South America,Conventional Soybean Acreage in Mato Grosso to Decline in 2018/19,"U.S. Corn Condition Steady, Soybeans Decline 1%",U.S. Corn Condition Steady Soybeans Decline 1%,,,,"3,52",1,1
2018-09-24,Brazilians start planting after Soybean-free period ends in their State,Soybean and Full-Season Corn Planting in Parana at Record Pace,Tough Times continue for Brazilian Sugarcane Producers,Sugarcane harvesting ending early in South-Central Brazil,Brazil remains heavily dependent on Imported Fertilizers,Producers in Mato Grosso push for construction of Railroad,Brazil could Import up to 1.0 Million tons of U.S. Soybeans,2018/19 Brazilian Soybean Planting off to a Strong Start,,,"3,62",1,1
2018-09-27,Soybean and Full-Season Corn Planting in Parana at Record Pace,More Corn will be consumed domestically in Mato Grosso,South American could set new Records for Soy and Corn Production,Brazil remains heavily dependent on Imported Fertilizers,Cotton Acreage and Production continues to increase in Brazil,Sugarcane harvesting ending early in South-Central Brazil,,,,,"3,64",1,0
2018-09-30,South American could set new Records for Soy and Corn Production,Soy Farmers in Mato Grosso do Sul are Planting Fast and Selling Fast,More Corn will be consumed domestically in Mato Grosso,Cotton Acreage and Production continues to increase in Brazil,Soybean Planting in Parana off to record fast Pace,Brazil Farmers expecting at least $10/bu for their 2018/19 Soybeans,,,,,"3,67",1,0
2018-10,Brazil Soybean Planting continues at Record Fast Pace,Soy Harvest in Brazil will start 10-15 Days Earlier than Last Year,First Case of Soybean Rust reported in Commercial Fields in Brazil,In Sept. Brazil Exported 57 Times more Soybeans to China than U.S.,Proposal would increase Brazil's Biodiesel Blend to B15,Brazil's Soybeans being planted at Record Fast Pace,Corn-Based Ethanol production focus of Meeting in Mato Grosso,Corn-Based Ethanol production focus of Meeting in Mato Grosso,Brazil's 2018/19 Corn Crop could set a New Record High Production,Strong Machinery sales in Brazil expected to continue into 2019,"8,47",0,0
2018-10,First Case of Soybean Rust reported in Commercial Fields in Brazil,Proposal would increase Brazil's Biodiesel Blend to B15,Corn-Based Ethanol production focus of Meeting in Mato Grosso,Corn-Based Ethanol production focus of Meeting in Mato Grosso,Brazil's 2018/19 Corn Crop could set a New Record High Production,Strong Machinery sales in Brazil expected to continue into 2019,Mato Grosso could produce more Corn than Soybeans by 2022,Dry Weather in western Argentina slows Corn Planting,Stronger Brazil Currency results in Declining Grain Prices in Brazil,Forward Selling of Soybeans in Brazil Grinds to a Halt,"3,59",0,0
2018-10-03,Brazilian Presidential Election heads to Runoff on October 28th,Brazil Farmers expecting at least $10/bu for their 2018/19 Soybeans,History of How Brazil became so Important in Soybean Production,Soybean Planting in Parana off to record fast Pace,Soy Crush Margins in Brazil could turn Negative Fourth Quarter,Soy Farmers in Mato Grosso do Sul are Planting Fast and Selling Fast,,,,,"3,66",1,1
2018-10-06,Scattered Problems for First Phase of Corn Planting in Argentina,Brazilian Presidential Election heads to Runoff on October 28th,Conab:  Smaller Soy but Larger Corn Crop in Brazil in 2018/19,Stronger Brazilian Currency equates to Lower Grain Prices in Brazil,"Conab:  Smaller Soy, but Larger Corn Crop in Brazil in 2018/19",History of How Brazil became so Important in Soybean Production,Soybean Planting in Paraguay advances to 70% Complete,Soy Crush Margins in Brazil could turn Negative Fourth Quarter,Brazilian Currency Reacts strongly to Election Results,,"3,67",1,1
